FIX_ID,FIX_COMMITS_MERCURIAL,FIX_COMMITS_GIT,BUG_ID,BUG_COMMITS_MERCURIAL,BUG_COMMITS_GIT,NO_FILE_SHARED_FILES,NEW_LINES_ONLY_FIX,REMOVE_LINES_ONLY_BUG,NO_BUG,UNLINKABLE
1558866,99a149a24c4e860e9063ec10d0f2c800a0e1817e,3bf892f10c844fab8901e38d3481b52ab5c62154,1471355,7ba0b2abe799e6d8ed23e17e5b865d99811c5c6e,47d942ac0758080e786a3a750f5d946b83776b41,False,False,False,False,False
1558894,abebad2e2dfbb765ed8abdd3e69204949ee46734,19110aafd15b67e881e5dcaa48faa842f8569c1a,1501582,679372a486c0aee94329fb13688ca18773431f20 e954e6e848d113a90c4d37e0b486cfcc123a192d 1f61c85281d4dad0ebf5df14a50adf8f5f4b2c9e c3b63aae0869581810a3b58b482bc4e417780a21,8c28346b9c7f761a52ce31319e82527940f5a91b 3f5d6bb891218f0477e81879502d0c381c21a7e4 b36c827dea9a0c9974a900f4826e163074fa4230 f2faef49a8dfb2b0bdf4850fe6470a36f5fc8b45,False,False,False,False,False
1558917,9dac8ade6630f4725a253c38baec6e6614df5e1e,5fc80e884706061ec0bc52c2f7ff7d692f202017,1517703,586348ccba9b17bcbf7279dff4ca6f8b7a0cc4df 64c8b805491a53f1f5e59f600a423492e1a14fbb,dd4cc31ecff44dcf8203b1b21657a2079f75ae7e b3f8e9e63e9b8534c90e0148c2e91535212c4262,True,False,False,False,True
1558977,547109ab8d7bb037fa42996e1837f7d231b5d615,da6f89be73e958efd324f3f8ce4ca5449b35da92,1557092,c6167798915ab1bafbcfdc926f66139872b905b1,98655ee8de9c160d6a3846645c90465f80b6d101,True,False,False,False,True
1559001,447f51d22ed65104d89c748b60fe93121b88cba2,01875db90a4f7e47b8aec45e66095db43aa3e00e,1501582,679372a486c0aee94329fb13688ca18773431f20 e954e6e848d113a90c4d37e0b486cfcc123a192d 1f61c85281d4dad0ebf5df14a50adf8f5f4b2c9e c3b63aae0869581810a3b58b482bc4e417780a21,8c28346b9c7f761a52ce31319e82527940f5a91b 3f5d6bb891218f0477e81879502d0c381c21a7e4 b36c827dea9a0c9974a900f4826e163074fa4230 f2faef49a8dfb2b0bdf4850fe6470a36f5fc8b45,False,False,False,False,False
1559023,168002e79dcbd411fad83b3f8894030a0ff84e9a,e23363f31f7da5c9aad6fa3f48d056b9b3a6c972,1501582,679372a486c0aee94329fb13688ca18773431f20 e954e6e848d113a90c4d37e0b486cfcc123a192d 1f61c85281d4dad0ebf5df14a50adf8f5f4b2c9e c3b63aae0869581810a3b58b482bc4e417780a21,8c28346b9c7f761a52ce31319e82527940f5a91b 3f5d6bb891218f0477e81879502d0c381c21a7e4 b36c827dea9a0c9974a900f4826e163074fa4230 f2faef49a8dfb2b0bdf4850fe6470a36f5fc8b45,False,False,False,False,False
1559028,43fde8f97bb5971bc8d0efda59fb02a663d05baf,cd51a488e3e9a04abc2969c8afacda49b0dd6257,1591400,cb345f708bb27ca404b007ac2a41b759e1a3c238 f9e3c13826e782712245ac0f4a72fedbf6542220,dd8273b516fbff2b6e2f53e9f464e9c50f548968 e25216142916fbdbb412033fa3ebeb00c02cdf73,True,False,False,False,True
1559032,cf8dae5ad55a5da79e697611042b3b6f1607197d,e531cf09c5de31eb6d305166d6feb6405c3bb128,1501582,679372a486c0aee94329fb13688ca18773431f20 e954e6e848d113a90c4d37e0b486cfcc123a192d 1f61c85281d4dad0ebf5df14a50adf8f5f4b2c9e c3b63aae0869581810a3b58b482bc4e417780a21,8c28346b9c7f761a52ce31319e82527940f5a91b 3f5d6bb891218f0477e81879502d0c381c21a7e4 b36c827dea9a0c9974a900f4826e163074fa4230 f2faef49a8dfb2b0bdf4850fe6470a36f5fc8b45,False,False,False,False,False
1559044,b6fa827753928bc580ec13edad54d3970e5671f5,6aa8f95ca848b097c27043e67dc6cf7fb7f34c40,1422530,0b885ee1e1b218957ceaee8ca70c236a86c83435,c43cb9fcf4f153374138a6775a9bdd44facbaf83,False,False,False,False,False
1559062,89a432e0cf0bf6943421b8fbd2a498508202da1e,59c3d1e6d988d9e88ac4d0e1817d5a641307469e,1551176,411716c0fa8e5c87b4eac556a2d91ef779dd5cd0 71e4a3f2dc39cf1b9f9a070c8bd6bd1d2eee2dd8 1b5f7804e104e48e3ecda2963699efada794a037 73c98da145a7c0ef518404493b23a979f328768e b65e48539b71f09d8272b52731e51ca0ad0f8e4a b7a24be78d82a8bfafae58fe2c5980df5a3f18ab 1bfe1a0b50fbbc66aea13f71fa0d7757a5dafff1 eb86b400692574943b248d203467f358e9a555bd 4b3431481d55e13e739e42dd5e526c11bea22f45,6e41ff30f9d4433b97f19428ad0244e5bbeb6556 0e6b1f97ce42fde6a793cb4e9226a85bcc6e7da4 8f7beade89abe6db7b83cb5ee923e802cdbfebae 7900bea1c24720133adac962bb5d090717299244 4d5a13ab5eabf720e6a7ab86cfb9fb880cb15f93 a96f8780546cf6e9a452a0c88d7ef79f83b2947e 80ae9335f42732c5228544d8609894f25b58b568 89c07a6616a72b27b3058ceb6dea774c3f1d2443 8dc9751166def644a5e681a7d1b7a8d64ca2f508,False,False,False,False,False
1559071,9f88f2e5dd24e76c1a0b53cb01f4793adfe61163,f80c76fde28d08ea09955b887d0a480db56d3196,1450012,acfc18211adee353f3393b3976676d6a404bbe02 43956eb12043bb862fa9a5e29e75dd31e0c9b5bd 5da47724cb199e2038b545a6b6d6c6b2bff8394e c33e7bb2397cb33b7b4c778a388743792d66b0f8 fe831ef6691f4538acddedd6a284dac06aedcef8 eecf912671f3dd166525e72b7dc52858fc7f46c0,d69c7a0763d091d02af1fa8922914fd35686a5f9 997080a311145d2eb39e44770c6d4448d01de9d9 128821a8a0063f3a67c764ee797937d2f93cb874 08a2952f7c9ed404b192a93694714da22d87b29b e9eef355941b2df81e4871bf6e43bfdd24b00e05 dc4df99a65ecd9eed96f409b9f2aeeba8b9789ac,False,False,False,False,False
1559072,0b15a4e88e9ce8752e2e527122bb18f9af72e09c eecb579563f7ab63376d5fd72ebf16ca0b672fc7 06eaa532a2da1eeb166d2ac0989d14af4f981b91 01dd4bf87d24ac6492bddbbd28bb00021a6e6d23,06703af429859f197b6a2ad437d47e0ed89e25d0 0620937f5a99dad3c8f856e7cea9748442292f12 13a1316854f3aa60c5245b3b590dd2c29a1133b5 346b39fc9d9161fd5133242b7b8cb496d29ec6ee,1401624,bccc5a509ebeb89eebad52e3d8bb01c86a1fe2c7 ae799ea48e2cf970b0d780cdfc7494b8fabfb16c 0636d29595ffc31c9eccc7193ae39b099b9073f0 b82660f5a787496e23c17b50c1d3f6ae836293cc 1a488ead5ac5aa0ab6efcaac1568a87ae0c59eb3 caac1da9ae80466eff03cec78708118bf39b5bde 098a1fc45a87d6fad7fac30b3857544c003790a6 2ad263987c3927d4a1ff977183de5d8102a1e0ad 90769708bfc229e056622cbf6aed71b324c587c9 90a104231405cc68fef9ffec8e5a808cdd276fc7 8f02092ab0b42e5551bf8e95360a1d84962328e8 037012f898dd143f0b8934a1945cfebcdeea7dcd 46030572ffde627283544d8b8de052d86d598c4f d5d97222de6f2eecdc2457da63c1a0b28bbd816c b5afafec0097a2d48b15908c116fb2c358cac692,eee2120440f430d9e428cab6f5d271b624a3e1ca 52dd7539d9bee206ca4ef7cdc4919ca212763012 d7577d2e2b1041a4f24243910a2212bc6bb52225 a77d785e7291d9315b74403c7a596ea6b9e270cb 6773006acb084a612b6f288b3daa6be4e4975377 3df74b1ab50bb214caa82cab0477803b95e3f404 3058facb544fda2e73ade6c8064f9328b8f4592e cc6cd6e57806424a66fbf02e0092d0841e0d8308 f7fe847192bfe8806a00d3be55bcd3e225732d11 800a9083be369474635ac9b46d88a70a026de6eb 7951491bce9984aa3bcf4c02921d91c10a3487cb 380aba586dedb5a9dea453344b6fe828b7fadfb6 fedb6e9bc7be59e57a9028e30e1569c74480a9a1 1dbd9c0f11a0d238e99d22a01d214207df7749c4 b63362f56c32eee37eded4052eb1cc5a2fae968d,False,False,False,False,False
1559084,f46e895eff1c3e639b788ce742c8ea90f7ee9fc9,a5c4c95469b191924224ea9fed807d8bf0974c7a,1489669,b310943c988b08c6d75244b20f8ccc03fa6e503c 1912d221317a9ba513e087d4775b105d95856078,dba29418804dab11b358107ed6c5c92300826782 c637c5aed503d0012a9454bd83b623a94b1f19f4,False,False,False,False,False
1559087,31585082244c8f662dd7ddec14d56e26d6f7318a,c193fc8ebb630d4142310422f17622dd8dec99f6,1552441,60bf0ae446ce30b797a928d8f7961aadb00662b4 158eb97dfd5e6b18f6a13cbf4e648b361deb1a41,e0a647b4044fcd86b36a7f878479ee041cf90e97 70c40511bb64cdf45e80c520bfac4501ecd8b567,False,False,False,False,False
1559088,cd2c36839bf4ec4e50b1a1d48a19209f0d1984fe a4768bd82d57d0560d9f55750d0dc61822d4138d 9057d052aceef4771b6717a4631f30cd887e3159,b2ba28735905cce9bfff4926aa0269b6d3a1abfc a754af04e66f8ef38c0173a1b01942597e020290 01284723448c871695c7a5552a97332aab857d06,761932,9db979e60a9ed3f9375238fa285d44acb8565178,4b2d9c8814265fa2692e7feab0cddbbcd6766b80,False,False,False,False,False
1559094,f7addc19e0ae6fb0f14a99d493e11eaab4725952 7ae44e68ef103e451b5a535b4f77407c0ae78382,3a5a32b7e4e204a2dfdc9f485032e8317ef127a5 1529fe71dda7bed7dae3c30847278e64f723a08a,1547792,451701e88d92935b77385235832865dabe8c2942,62ee01d4dc9383dd6ae0508441bb030680b459d9,False,False,False,False,False
1559108,d71b83bd4ca022989a6714d4c2f2a15ca3399780,6540855b80eead0428bfa06845a98d531c6f3cb1,1543598,505411a0364c91c191da0197f8a8c4c563732677,922f7843c5e79ec22646bc021f55b80769cfd449,False,False,False,False,False
1559112,396d112ffe40504dd46b3710a7069ab5c083255e,d1c897b39228ad7be4b91365f54a08c2012d3194,1540253,0b840940852459fabc57f263368d806b139aae63,3a6bbf5a57f2ece1b8ac690c5b4e55ba4c9c63ef,False,False,False,False,False
1559131,ffa978d11ec14051f97116c0a9bfce5983519d05,4e1b38a2804e8206227eded97552f09602eea8a5,1540253,0b840940852459fabc57f263368d806b139aae63,3a6bbf5a57f2ece1b8ac690c5b4e55ba4c9c63ef,False,False,False,False,False
1559179,c638a6eed13d86b777338b6b0102b2717db36971,9e6fe0c383d50af2dedb54a3df8754c62e52a339,1523602,6385899fe7b9ccd58f9ea0091e9d158416f83605 6f4934ff6383443613d872fad8a68a7f54fba232,7c42842eec889bf99747a0e8ed1e0b865d851bc4 9edda97bea6444e01db6a92d4731b3fc8d85e61f,False,False,False,False,False
1559184,3e148406af28449ad570292b1892ac924f269ab4,563ba240c64c510b30001cd4965fd0b51da44e28,1188202,,,True,False,True,True,True
1559211,f1672aa4e79c277fbf7856df76a9131e9e9d2388,9bae52ae706427c3178339894d332cd6be08bb37,1558482,94b369f38c536a4cc3b308311b1e88825e581ff5 8e2f26c4072b026814e6f41d2d02257b39ba3025 e3f2d2748314c9594692d615570bc1e746d552fc c024e5eced2c80ec38c0b595f9bd1e20a0645b6e,2b0c6a08535c94e711eafb0e28bb91291843b464 1b99223f70a0b0eeafcdbdfd7d9242303c3e02e2 9a0850c194415a20f1e560b39052b1ce1851e011 ba263a66e544728f37fdfb863d0133ca5e6ae245,False,False,False,False,False
1559216,c92c9bfb7976ffe73e5a53f4b506900eb08ac6d7,fc7671f5aaa87c73dc4db9fac99a31935439e47b,1394376,88d980179ff99a85d46043f6f007d8879f5db62c,f055287b6aa7c40b4053a655f22d2a8068ecdcba,False,False,False,False,False
1559240,ac140c69f74e6a1b1046e75efc516f90dc83566d,b7ea182a08064b5c54228451f985ce6bd62fb9e4,1553952,4a491cff07b243433dfd14ba63fd35717fda546c,9c30ae26dcb333a01aad2410708daea9bbcedd1b,False,False,False,False,False
1559264,4e6f4eaf575088dbd0f37b41265061d97052016c,00ab217c543af27a133d708de5f217a476a2cff8,1529931,5e2a3b886e647af1968b9e52a6672bdeee2a0d6f 47e99e1385279e8f0ea03a1ee419c0546a98b069,022b583ec8d085892edc52173545b666b48d3194 cf70d0f766c91fbad450c6b6438079b4b610ff9c,False,False,False,False,False
1559284,37cdc2b89e3c68e3250534f2f74579f88ce414fc,70a6eb88b3b4213df14dec234a3d9e1b40a40bc7,1558106,431c5142ff3ad102328d90cb29470b20ccd1271e,5f282243e41210ac717f5b54da8f6fbd0872afae,True,False,False,False,True
1559316,5101d72424130f6c45173fec4b7d6bed993e1c27,640947d587045f351b1c4f1d89abb1b5d4d813c5,1558188,456cd05b0f8739f14e58b083c572060ec1908e63,a8b8e5548a3bf58275637365f1e70c69fe5a498a,True,False,False,False,True
1559317,7dd587e1d94844ba6eec3768fd15dbc3300296a0 4c6d64a741058690a8799c378384388f6c5a0124,9ed62287a1f6f084b5f7c0f09993cf4764bbbe5d 188e269216aa1d405ff22ea7a6a34f8032c9661c,1558188,456cd05b0f8739f14e58b083c572060ec1908e63,a8b8e5548a3bf58275637365f1e70c69fe5a498a,False,False,False,False,False
1559322,9e8b490acc3bafc44b3cafd9b3472bac3d9d353c,4a3e56659e485554d9f00d3a6a59dbd640a783cc,1543598,505411a0364c91c191da0197f8a8c4c563732677,922f7843c5e79ec22646bc021f55b80769cfd449,True,False,False,False,True
1559335,3e211dfbeb71fd8868e9e9d941e1a64e1d760981,8be158b802dfd3141fb00347e9a241ec6bb20f96,1534932,78571bb1f20e643cdab9791f61b0aa7b6a8bdf90,5ef700e73201911e78a523a883742a6962c7ba7e,False,False,False,False,False
1559344,74a548477a4cc8630ea4642ddfa0da452b1de22c,7451fd8af0d484b62d9edc525be0870ed39ed84e,1556511,bab948f512c2f5ffe5a6638676143c7063bf2ad3 aba9b5d525af1b48929de552224626799931ff3e,879612b16c46136bea9983eda08b8f5d4489e6da 6db8953b7afc6f70288d2a260e646d6bf5662c25,False,False,False,False,False
1559345,de209d87f58fc054e51e8661896d9ad1335a040c,f795b1829c4697f0691a6db547bc15a72943352b,1557869,4ac6a6c1814855174ec2f3ed8a5650bb99995a53,63517c7d5ac17216456e02e37952c6a340005662,False,False,False,False,False
1559351,d59aabc0dff5b435facab450a484e48edba49090,0195327c0adb3a05e1b541a8973265bf0e5f2d49,1558996,a0f2ce7616f5d419fdc17d7bca52505f51c7621d,9a2cd0cbc1f9217f26b416132a15038ac5a67f29,True,False,False,False,True
1559354,c79599cda731b21429f904ea6a52a4bf797df9e7,9501b38c92c6933dbce61f4d00783ac017bf578c,1558106,431c5142ff3ad102328d90cb29470b20ccd1271e,5f282243e41210ac717f5b54da8f6fbd0872afae,False,False,False,False,False
1559356,bee08b082e13904bf1ee81755d6a28b11c1dd02d,ab1524fc7a3cf7f7614969aac1b49cb66d2cdd32,1536744,e0ebd1ac8ef4a86077cc2119e4a028196eb0877c feb205a5e548dd120edee58a3cc0824a24405dcd 2dead78339e0a913d9bc9fae753bb42ac7ae9039 08145972450d1d29156eb0055a58191c2f33b827 d418e0d5594adb53e84f4efed60d5e66c363113f e29e51a1dfd4325c181f786987d1eff67b180fbf d348b926aa2a97de42d80533801e30f076d175a8 579eff229d65a2ca56a89ad7807989835e10b566 2b7f7b8027441c954fb74ca40f851a84e7a73504 bbb8bd167fbcacf4ed6c6cab19a4e5062d872363 dcdc05e866667b3143997640999af3417047d75c bf85e54d26dd7dc8e8e57c086d08ede5149f80f2 7c0e5643c2098ebd71a58a02b40b30b4de6c492d 15153522a5d95398a240219b9b90af0bae6a0c01 0a27f68d2387225df847e7a442fa88831c0a43e4 1c6b4a75a605977445235c3c60a2f6302ae1188f ec6db16dbb4e13293183548f1e2d3e367b63b316 def28b67d7d8f91836a52aa581aba579789c15cd 3ff470f6fa58164fdbaf52fd20e3edfa9a15ab2d 4156260290c82b0efbe5025595239a15bbae8daf fe9ee62644df8a7c47efb0e4417279fced6887a9 91e6edcfa40ce24917b79c5f5a138f99fad69dd5,179e5ff45d9c83162650c59cc68ab7effc59b67d c0256ca859e1759d667fe32803743efe20cae969 52c44365e95513c19111d597c067e78ec0a65ab3 7c5aaca3129a800c259978e99945bc7b33eea7d6 d347e0d343471e8ff53e4220a87eea42f2c660dd 1b880110d105a085be636688d40a05fbec92a19c 7931e90c62026ef7526954dadeb13b2891322872 9c1e1d7769baf1a328947e9e00d0721d757f7e41 401f54f2a66c573d7e6fb1bf6f380779f78c7b10 63ccdaedf30c26a639d80ea9340059d2566ff6c1 6240272c6d7993f57b63afedf1cefd61f600db90 dce4a434be1a2487e2b4a71d13aee3600b284e93 78b509cc2ac1f3959cf707084514b2685b57cdc0 0a06a4cbb0d488f21c5d071959d8d3e039ad82fd d262fcd98536bf82874b664e265a3c97f8890792 3812b1ce913178f0dd4bde40d8caa46a9fef8889 3a30088760b702c62e5cd05031b1111165b5a1a5 969e3dccdbefaf5613deeccf1d022fe75060ca8a b7fed91c7588e31ea74d8f6e21f9620de54355b5 6f4ccdaed602f65d27af5d0220cfdcae5a815c39 beee5a7eca2a2e8307ec7826d923466abb339c8e d45a2b8f5b09f2da3bb8385b2b1e70f2847e4298,False,False,False,False,False
1559370,670fc9ac11b7a7a818d31288fd7c1654122db426,d974e85680f6563780491e131bc3b2a3788feb21,1558114,1166ec841e30f466892612316ab7eedbec70f097,e4e05fc1f728fa8f9934b0324d154e3fdca14985,False,False,False,False,False
1559379,06e23355e12fe23d66db92f2320199f0b5caeb81 ee4f23ea853083f8387320b5b723b2bc89df5aca 1254bad83887a79a6f0b105ca2cbbe4aef7f7549 0defd54899e27b9bb378871bac282b0e3b46f4a5,0958eaeb1d693a3063e267f400b2fde54c24e968 ee0ecd692941457f225687e6d861440bdcbef3f3 263d2a90316993b08213f10a1470eb67039f2770 239bef0cb727d2cdc4186d7260b6f5b86218eea0,1553363,e9cddb23f947853bffeb1cac51cbcadcc3e294e8,3341785d3b8f34714a942d24f4e2f200cb33f408,False,False,False,False,False
1559403,cc7e68d7565f8383a487b56cdc99d7f562366501 34f118fcfa1ce9c6b0d7d2b2140d8dbe1883b0a4,cbff7def5df7fe5a344e1903a71e22032c7a5d6d 713b9efe5bece4765667ef901d2852fb0414ee59,818584,5cf8679fa8405abd8eece3d769af6daa563250cc d16f3e084b27602bb646ec2e615fda3be32fdd6e,9b7233b7efd18b2feaece5907551a68a1d10de45 907ce5ed29c3f00f0936ffbe2b55c9542908db43,False,False,False,False,False
1559437,5fc7054fc05d67438c05a9adab43c6a7a217a07e,0216299d6ae5d70d9fe9f443ea59b5eef87c8ab5,1464032,e32d6c3ba88775579562d9d1f27098306b7bfbb0 c83dbcc4dade59208e1291208e1fad72543b503d 04067aec22bb2f8da87a34893c99e2195efd0b8c 09b2e60abc85df3ae4e8a29a01655383acab14bf be11539bd8d89d2490e30bdb5cf242850b283e44 274a9d9596a2b7a2d046e198ebcddaa4c45f82e0 258c6c1996568b3e7d3ca442a2d87df3f60a4b32 76f6050cb57f39e8dbe3d0ec6bc987725944e82a 2fd1ba3d96cd90f32b2858569580cc1c6da976e6 a2720ec3086f5c17bee8ddb394cd43ea0674c2f4 b2e0e341bb82f5f6f04a02c631fd835c506e96e2 4357d695b8d5dd901788d922b73e89f16c45b2c9 2195b79ea888b1e49406406f528870ca9cab1525 0e6cf27e972802cd890667321ea8e37a043d8d38 fcc9f5f6dfe1c94e7f76582ee972e960539cb060,50853b6ed64e7396124cbffddd2c015119fe3cbd 968acfb3f0354e85b85672a7daad9eb8bc73d824 4d0d77180468f9c9d0cdd2bf4feaad4ff712ad50 f4cc9fd4dbee4235b9375d31ebad2cd0bb124858 298c374fc97d70150556030c81ae14a178956327 dbd3cc1d7ca84ebded52fa1113bdeea79b9f940c beaec089c28363ba13ac5305f2c8736ea1e95fc4 1fc83b84fc698280ed56fc25dc43222e4a476878 6a83800243f882503f49e5b816801e80c7f503f7 845ee41c4641a76dabfcdf51eb781ad91c292ed4 585b388820e38ff1b9986f581dcc5235892555c5 c229e507f06826c2ba46312fae3272a71025d2c7 100db98d09e77bd85cd42d4bf36cc04286355975 886b640adcbe0d250d61ce3398b19788e34a4462 1d5faae615de8b38a06b754b425aac6ecc5317fe,False,False,False,False,False
1559518,e593e11eff08e99f021de466e68964ca136cd62f 8d7491cb1c12fc69980a277e97d7c0f78582da18,6e79cca10062a99f8531ea55ff1e8c6294a730e5 7f0125fadca42dd42e6442101f1c115e2ef00501,1558482,94b369f38c536a4cc3b308311b1e88825e581ff5 8e2f26c4072b026814e6f41d2d02257b39ba3025 e3f2d2748314c9594692d615570bc1e746d552fc c024e5eced2c80ec38c0b595f9bd1e20a0645b6e,2b0c6a08535c94e711eafb0e28bb91291843b464 1b99223f70a0b0eeafcdbdfd7d9242303c3e02e2 9a0850c194415a20f1e560b39052b1ce1851e011 ba263a66e544728f37fdfb863d0133ca5e6ae245,False,False,False,False,False
1559535,11f0e1ee8f0c9ec82c81ed842fc68402429d4441,734b466250a5fdea8f6225671eb8d71b33234b3e,1558106,431c5142ff3ad102328d90cb29470b20ccd1271e,5f282243e41210ac717f5b54da8f6fbd0872afae,False,False,False,False,False
1559563,5f0f3775605323d865539da3a7c4cb3d1fd36ff2 535345f0ff55c22fe512ea1cae5e7cb29378601d,fc2bde4e09e268867ff8357c2845de3d6e1a6d6b 6e230a4d637bd11ef71a701dd65acd459ed2955d,1554334,edd8a9d9b629599d2b5dbd78d2bca9a14cc43daf 249d08cf3d7b5132b8e04e970091c02db5ea2648,e3244832f302ff262f0353b210cf85b7609232d9 e674cc674ebc675d05c8c4778d74f1774753bac3,False,False,False,False,False
1559565,1840bfa54ac98773c212b837ea042b07a4f76d38,89be77c99a375f63a325f02bf61792104303160a,1559259,b8628b1c358c6997f5d1685770b192b0fa7c36c3,12d4268ccae6d7932e40cbc497222474ccc32126,False,False,False,False,False
1559568,e1f73a7e8dc61e41f2c4045a20ef2be3c84c295d e3b2bdab221f3a78a42ea0e097cbcb0f45f43798 6e2e6b0b0dc579737c3fff796c1bb4de5ee410d8,0ec27a09f417d8498f131121ba69bc9e56541615 215892b574141d631f2b12ebc2e19637ad2a0222 5448fdfdfda8d9ef518199ec21633496f793972f,1423241,e93cc0185c24c792da94717583a37b28ebcd24be 76c2bf0ca8a6d6c4b21cdb71b7bf5919838b2799 d39a3f7454a17e70db5a2a34ac32f442f00bce29 897c956c3cf3eb7ca15e246169c0863f9440b4b0 3c5df9713725b2dd36b4af9eed890d70ed073d78 3ec97b5fccd710460f860a8e4f0d43f251392c00 47958cf495da3a425773827f276ee8161d137cc6 0e6607a8aaf61a549f669821dd74f084f9ff6854 720f409b83f27d5c92c9194157b6f7ac65068361 243a33803d16d50cfcc8cf0a5c4739a5ed08dc55 6eda96338365abb919e615df7fb8a20d5261efaa 0c83ce85257f084614b5824836874d717ca53210 69551bbbf203a1fe303ba319639094695f887467 f7fc271746a2e216d8a6dfbb97d256bf0e156f0b acd70715684a851db640fae307c111cc6c6b1417 82afe83c9c4f59c73bdbbb62c4ab85f8ffb9906d 5bd5b88080df0880ae3b6fffdb95a724b3374dd8 430c57c4fb18674399b10c2d40d18f2bdca91ce3 fafb582ffcbc071acbc32dfe450be0df7ee84f23 7964b0b2f8363fbf1e5d3cdcc50b1d279987f1e9 929905c7782b6f0ba4cb57ade1cb1daa7429043e 12f6bb0888a2c9359758be3f62e06377c0ad1333 d53898abd647120cf424d5c5c75e3aa63f8bbe45 926b591bb0cf53300f8ed17d6849644aa7626079 2b4b43f378d82d544f009ad64ecaa0d37e1303a8 7ef7361d484970cec603e784b4f37c274cc7fda0 d4767402cbb352274a930b0c800626c5e34b49ae 3db9a18c3061815fd97a84d5389bae91cc8ef31a ed7c9d7a635de4c0c14c76745a8998986af3d234 ed8ffdb9c33abedb857904f146b5e5995232ea37 24d6a327d6a2c8badd1082ab6791b217e7343ba4 befba547fb5850fd62d4e31784aa4b5198404500 12f91d8a1f694cb3186dd32624faee8242812c87 6be5d281ae921fca461799ba5168599b480cd7e5 7db08b6156f234337e4a87b3f67aec6e8771bf56 7fef8af7ad930efb067a7d6b75f646f9c809b0fd de66629a4a2057724d381b2538b5ee1e885e90c2,2cd69a5d5367f96d56a0e33d51162075ec6bafc7 efb59d6c95bab9654cde60436b8beb3dee5077ac 11e97bfb516ceaf0c679ad40d7963bed0f8c5318 d433853f10a7c47b8f382f9e6477c552fd53dad5 ad06fd1d9f358b0ed18267c6860c3afa83f6241b 5139adebd470e40514cfe883ad038d4e5b538214 29b58b4f4bb886dd63ec2a1248dd1f1b9aeb8d8e 5eafd3a74a87425907710093ccf1f61c90467ea9 6aed374e6c60abcb2ddc830f1da7d00ca81c055d 9d0dccda8d92e7f341cd8f56b34d1365ff6e0caf 24eb828c49c6a4d7207750220f8af2720d26d633 a291c88fa4af125e12109f85f74a634bd39dcd54 33638fa369fd4b8d5c3c93015a1fc56938b49e9a 156b2fa6ad3fe66daafc9c625716acd5dca3c9b7 958186f4e277d84f3086f1b1a9fd8146f9f6b2c9 2febfec35012a6d0aac3735663da08a5e4ca578f d9f0769f2d1a95e9704b004ec1240345512c00d1 97f1c7bb4b79b831764bb54c413e97c300e01147 4a09cd2ac1966226ff8154328e31d8ca94161ae2 0cd1abce286025ed84da465d538cea5a92bed6b5 146f8407a0085701bce56924f5d711915f8edef3 c83a0e9dd58688acc6c09ffe85923cfc16b43213 d431ae5ff5e57fb21b10c2941da80c2aa906ffc6 8487ccb38a06b31170934f9b382eba9ec70caa39 4228862f06e380e182ffffdb681b6d1fa60b63d8 eaca906edb8ed2feeda5313ab86becefe011bee3 6eacd0e2a7a71cb0bec6b53bf25c9a4c034b8451 5008f2febbfc286ab6c56586769661c282e74e39 dd229b0c4208ca918b8087f7a6360576b860fe0e 5cec69d6dcca37712f2668308ac80971eee1dbea dae6ecbc0eb01eb898298000252c583f0d703f31 19f373f7a1afaf670c48277048db90115f3f110e 091102e739a2ad9e61dc2605b49bac14c12b1d6f b1fe6e6655d43ce5d5c0cd5f6da3a1f6f4dd85b9 8edd98f9502e13f972e956970277c1234cac0770 e2013fa3ef8d1fec0e2f6ac4c20ad16b55e9b9e1 6acc18269d5f3c622c9f812bb4b7bd9a5a95eaba,False,False,False,False,False
1559599,73b308f3bdc93dd1b2ec057bbb68a7a6ca414661,32753d7f81cbd9a71893e9e9e4db5da068e8b123,1555849,04d4b4a547da2a0df5d50fb1fd686176c7310cfe 8370f6e80cc8fe48aa2c1063e044e0d5ce6a5739,42f98a42865b72d46abf05f2b076cdc28904c570 8613302e64ce44728bb026c30268128573af52c3,False,False,False,False,False
