FIX_ID,FIX_COMMITS_MERCURIAL,FIX_COMMITS_GIT,BUG_ID,BUG_COMMITS_MERCURIAL,BUG_COMMITS_GIT,NO_FILE_SHARED_FILES,NEW_LINES_ONLY_FIX,REMOVE_LINES_ONLY_BUG,NO_BUG,UNLINKABLE
1291535,260d440770c607d954e4362bbc5a47a45933e71e,77fa50f88888d7d34fb5e568a6749d060ac72045,1342012,34e605a49937a1a2e844bd1970229062727c8eed be8cd28e487c1971f21b691befd0e268ce6d5855 83937d7bd335502994bddba98238fb8f0c713067 2f619be4479861b2cf0781e8376fda79044920ef 8e6f86cd811a93cce70fc91ac6fbb93405aff803 248ed24187a21a78acf2243ee8a1b4d247e46c36 0833244e1e018c2daf196eda87cf4ff97db148fc 92863bfc60c0a9592580b4166aeaf9c013a8b8d5 85c9dc639077c81e38bedf9fd01fea9bd99084df 43a79c5e38f4da161cebfdda8572a2c796b3959d c89629ed81defdd8968b1dd3cfd50c1bcd7eea24 65742a0032968ba2a66c33d6786d3288e8644b88 c73b0641fc8e233767085a1c5868e82601d4830d 5ad9c5b505d3e84d4db7e242d53b881b967a2ffc 7b1979745763b8c70b35431349892807c6a408f7 41ded240a012ad72cb57fed5b84603d438bf173c 4001453082049c7f1729f464baff027eb079a8a8,51503c64ab7178da911972e61b89450638a6c2e8 273d99fdd1340267bd1a97412c8904a2c14eb541 447c3e9a9b2106f9a00836a734e0ed14c782862a 0de0f4c83080e80e066292ca5383f55943509acd df05576da36861b8eb3e60022caaf9b5b547037a 35553bf070e901898d56c16400b9e64116463ffe f8e08a043eedb1f91d6ab6be8ce79bcd4cbc62c3 70f0eaf1031ba2e361100ae0f885fc8009a322d4 478a3223566a708a15c0903ca16d939d019ddc0e 31d84a03776cc41b6c1f0d9d27293912a6b84312 085ea633e9c63f14bf4eb8a6d80f45b11160155f fee94594aa64d1792c7302476567601503830988 07d41e892798d9b71d90bc6b79630ad23a79baad 5f6962f3bc07d05d53160455f4377abacd44615e 2a95e1baf2d503321543e78d92910d7cd0792b7e 3a7268199e71f8626eb2285a1b76f9d1c3756873 bcda53a8c9911a2c1a103c710c45f16f22dcb76c,False,False,False,False,False
1298996,310181c48aa25a340c5542be6c5b518f369bfede,9e5f2aa172713b4f944ef7e52a045a7428962c87,1596315,abc0f2a2d5c6e62b3665de6dcaabd03f427fd623,3a51881644f2606e21ea4b8857f6c7c20318fb35,False,False,False,False,False
1342800,6ab85d4927b51b449d4d3c8ef3be3679fd2f04e7,e04dfa9c79ee6531b8372c061d08a9df53dbb2f2,843480,381a072b2525082f28154f865e7a2efd25886604,cc31558f7ea23c7a8bbd4437c8d11d8a47107e02,False,False,False,False,False
1345104,29103bace2abbd31d1e27d738483f6db26d07808,bb0f2387714608e8464906c308ff7f1be8c98423,1556437,dfdb610b82b95b7b64c5aa9a96c9e16bfacdf79b,196fec0c9cfb49841ec83f6e792f6bb9cdcded2b,False,False,False,False,False
1370046,882364cf12335327e016d1bb48ddb4c4e8cf93d7,436059a8226d30382ca9ee0e03ceffcadedb7cce,1559244,1ce7d9bbe7a1bb01a5f4fb57882b5291b5b7f7c2 dabda4e90259abe8a2fc766549a0dfd77beb6c31 467caef2ef9c6a1bb5e7f05e46a9e1b6927a5ecd 17ab0c52dca09be0a9d2a9210d721ef78fe44fe4 de76712278a60c88529798ccbc14d2bc72e8f51d 8f3e218a7f94be554f78723a7868d93e78193861 5fd88c9ac915ea9aa3f07fbcdf0ae9b983ee9c80 18cb9c11d421f422509b6079d26651c40736bfd5 dced8cea7b23c28a0e2b66b51a4b022fdec2c1d1,9b580f542722dec8909353c8e374a1cff2f3b373 c51c2cf6151b9a63eba74fcdde40e0bbe922f395 8a16b7853aea978405e3b9a545be7dac1b1c15a4 fd11fd4957e733aa98e7953dda159e7d4733e09e 1c9d59a331ca6e5342a879d583b83c9d2c0612cc ef6a712867e8acfe055bd5ef5ebf3ecd5ba7db04 b85f599592be1244f691627d80fb983a134f6dae 03b8b56ddd5c0be6070bb2205a1551d5ea43b1a5 e0b37fb41a209a4ceaa5f278c6486e550c64b280,False,False,False,False,False
1371835,3a711ac6b192a428bf44029853cb27239aed5c79,e3cdf99c19f0a3324ef2bd222ccdd42323f1ecf8,1527287,abd3b11a17de82df681fabe339ca33ae7ab65ff4 a72c9df6c09aa5cd83cd94a06c05d46334ecfbe2 ce050fe2bd45de0a82198ef8e0583bc00f0f4280,608aa8709281233189ef0c1734ded25a3dff61c8 ae5755e3414b904854be55db35cf777a0e1d6408 151cd7603249608a022bd41f0ca423c5d192dce8,False,False,False,False,False
1380031,0808c449b0156fc7adbdddba77f4a1d2eff11040,5026199af257d381b595379c85b46c7cafe69e38,933257,ec80e2d4cccea6eaaabbd081ca7ba1116632039b f1f3e847cdb3e0a565dde92e448ce27e6f12f89e 2f7c7d7ddacc51bcd6ad6a7d78fc99b80ef75724 6c1130d58993ea31d2f59e98769e2c55f5937c4d b053ad6763d638384a7ae0f4d5c1238277afcea5 c60dcd46c9566722a4b11f7a9115efb9b9fb6a99 e4a133efcb4d0eb9d8140c88c5c9e9967f6364bf c2df769e60acdd47b600f7d58e3348f63c89ea5d 98670690ac0ce1805341efeb93117ef60bc7fcf0 e0c63d8a8940d472db1c44e1fb05c306a421bbe7 083a4c3175a2b8d183159673faf39e03dc54f9f8 69061c0ec32b220c879d9c2612c12ce6cd726d85 ece72de3141e39c87ba90fc390e1438e37e91412 b6ca6b5832d8d353ce8e97562b94c2bf1c346dcb a4163f930b2193f2a329a95ce9eaa7d39c8b90ea f3b11c2b7dbff4219c77adbba9b881481d2f7044 c91821911d5566d7fd01cde2fef6bf74d4325bd4 3e5a91d06168b7a670393754c4263904ae75e08b 18ec8a268573f55f9883c4e01398d65eb8c136d1 96b3d993fc537220aedfe827b61cb71aef0f1571 336759fb7df024ec7fe456df8337316e8361c4d5 cf14555864566e4ee197ac7074ec61a5e03e4e90 e70f926a61d43b87af3eaa5a8514550d3f6904d1 41f59bd4b8019b908899664c3dd7ee4c88bb15c6 dd5d65d5a57d23c658bd8dfc2f1ef6a092cbee6d 566412e70f27f9e77030c028cdb3d47c99bfe931 0bc00f6c24fd621b573e7c7da044be8edf5013e4 4c1a64f8996abfcc7d32d32202c6def4d13ec5bd 3025ae7a344558e29c6348d8ea2325e7858c032a 2e20366dcaf75522d2bfa32dcb16f9cdc0255d36,5632030f0ef8354d66f16efbcff8e28087ad6a1d 3a9521a29d521917e2963e95bb4ee4daa6f696f3 54600ad9283ae471422aee160767e8c0e4730d98 5bd89f4aeff7de5ff579eb037474d780c6c398ee 04cd2a6e114f468639de983e8e53b26caa3d38b2 74590b12bea66eeb66d7c37d97e8b5622aab09f6 524731b65cd78f5dd8bba6f8900110ec09123813 53457ea018f700e5af223c938bb03515744349d2 1dfb790a39947e77c5185519a376b168f3cb0dfc 11e6c8716f49c95866240786951efffe0cd7a557 8c75ed9dc107834e195be7c489e93b038cb452d6 4741fddd50f5c6b84563adf39b94ecd2d2c36d4f 31dc6096f2191a8d4fdf1e22914b1c608873fc9f fda7cd1817309f69fb59f5108146f930d37c3d88 78b92f5d09b20f34047d5a2ff2bbaf9f3bc3bf4b 873c244b1963b44afc818501056adfd21ff54569 96d88adc1c29ee9b5092f7eb3a66591a3753166e cf78da025d5281bc52b2435c6c66faff2ed80783 9ace13aeabec27cdb10825d5008fa65d7bc1b367 41e2accfbbc41c11e38ceab8f8eb5fb327765950 384fc6e7fe2371bf97f00b69699c76c9cd2891f4 ec51d586b4c2b17a720589c31c86570cd91ec040 943ef8127b62df4a5b63eb2567e8cf9ecf4fb5b0 aedf7ffec65e7daa664d845d7c21df4a8cd3b0c9 32b490786c809fb31f0ba48ceb96f46c7871f362 54b18370466d65dae79e932aab19899d8fa2db2b cca8adc58d078786c32b7fd18b4c66acedab51a6 22baa713bf66ee7aceb007c16633336bf7bd24d6 141af4f3d869958c40066f0508e473ab7b75a4d9 6606a3a08c7b9ce213313acf789ad6ac58b0140e,False,False,False,False,False
1380830,f38ac02fefacf6c79e945a25db824b40267a2542 d499efc1cb2cedeed2b63d4dea15b59a5fdbcc0e ec51b039eef15fd55908f1fa1051b0624c4b4a46,714605de596f211c5807c673acf14c78affffb15 5e3ad907006e563562c6600ef6c1ef6c0e1ecc0b a02632d3d723e3d97454789e51fc711caa5448f5,1308876,1e3130e96f03b7e3bff220e05c5e06b54f0c285f b6f51232167c4476a877ed45ed849c62e93005fa 4b74f07a39bbb11f4c139363164f3d4e22693a58 395b6c53e42b064c4463d5156df5baa23d98dc5d 98af0eaefed7239a427cbd12ef42b2d8f0e50269 e3741d5b60f182cddec58733e2d17cdf4dfe586b 07def0eabf91096eb0edb7a1e76e5b213fd158d3 d6bf703c5deaf1e328babd03d5e68ff2a4ffe10e 14f1496b0b4d456f2c1373aaae222c4343634190 d2fc16d299606d8f78de50c3f24633cb8e53d5f6 66edf6c444e7c88572d1dc58aac6ee6788ffb03f 6dd31665f62e98246873c409ed1b006f511e57a2 cfc48662b2cc30a09bd18e7d19a8559f4ba182ba b2cdc72e57b8d45f63dfb7333a7b23adc4354af9 67c036d54d3eec8dcf4c8deee44695c2564180c4 ef306e4124f8b66fe87524159954ddce301e4cf5 28292dffc5d03ca35993cc3c64b7505c9f87061c c89b504be5d71ce88c32a1ff299424876e28c40b 0b20a0fd86ff8718fe9461016ac7a5279af20027 7d4d90362c1f80efff9e674f0d9962d1aa13ef37,857972941ae7a0ea72cc665de5b2f337bc73e662 c4cd61a3aa695f235119e8a4fa2c83de1086b86f 11bcd8491ad0b9caac04eb253330ccc024278594 e5a622129f3e1c327df32057e364e62a29456383 bc23afba6e060c11496e4b20f7cfeb3fefe88e59 ad45ea3bcae868bf7747615b5fdc4c310e1bd194 1cdba54ec689344ff2c38361f76c0bbe019b3bf9 136c4b7c3b3f704ac8f492beb55abbb595d5cd2c 1bbe6d2f08c4e0c04946e8bce3f54c45273e8a20 1691b6595df103bbf9fa1413446cd18ea1cc96d1 8ed70a9fbefe0d4f0e1b363e417391af045a9493 1716c792c590039eb923495308c6f455b89a3c26 5d28d5ad34d769a9fd893d898ecc2aca12171920 03e36d439d7a114190486dec13938d518508eac1 4d1723c16f1e73f5ee6ff237fa9dcef7f23e0060 c891f4aa11bb4c5dd0ab94a3ec1cc5a5d95c0236 a98ae09e49734a82105b52afbe6a7c4f1f011e14 e7de4d8b1fea53d10d4ba7245ab4931f1e816664 49c415ba4466e90ac25b610e4371ed2cd6e2576b 338401b7cf2d9aa395da5095c5c8d60ea49b6b32,False,False,False,False,False
1380905,9d7773bd3ae77a29908e365d5eece5890a334ab6,3641faf8ad4865b983b0132d3367f806acb449dd,1325834,cbce75114440f0a37d65ce3fb4725e288fc24c08 2989d8d208f26e8f699e313fba1e45c8fc993381 148ee5df4dd3138b24d70dfd11b82499beda368c 8da0d71a754c6dc949b65c50bfea0ed6eee1f8ee 82b3706348aecf2c7a5c2681ce9358ff6e9e1b0d,d24b6b4cb1ac42b2489487b206cef78e5c4aa537 0af1c7aff2c72ad689d5d4c48521e4caa01544ba b9a7046bfcf86ef961b000de555ae8e0170df61f a170e872ea4e2b7b64665f4b3e0ffd7f332c2282 f9011615c923eb6ae688e54d46f364a789a551b6,True,False,False,False,True
1383229,fae033f2ab2dcdfb193d634c8d901ea7532bca3b 99b57fdeaf5467fbf323d87d79e3b59cc9e4632f 5261b3fa83f41d8efff75a53c2e4e3fc15aebb46 51a836e169e9ae755e541815bf95138f67362d08,402dcb9276edb4a7fc63a3533ccff7c1df9f5fa4 9f808238e0051bebe53cfb6dcf50b500fe29a73e 64dd3d2c86e5ea4753691e34dba2b38b3c1df86e c8bcb485e48a28f6fd46926258ed0dcafe27cbff,1558851,a91b29ff03f92e1ad64e2e5339a451351f8c2b16 31d77aae2ec4115b2d41bb57b959b78ddc066274,a2f0777b279e4173a7f2f970a6d113a5c83fa302 c46d03b2f59b759d8f0e64909e6f20118d9c0422,False,False,False,False,False
1404868,9fe69074259e50f2bc1805f8c42d22d15c43ee75 838aa6f9e0c7ea69db6bb7ac04b1e1c0ca019903 14d818778beb780f63ff82ff01e574ed0473af0f c3cbe1928fea91ae4764f95762a19118c6d28902,315ded92e277febfbab808b95d83bf7573e87e8a d0b92bd9c8bfb9084b481bc1042c82609da1a5fd cad9b9203dc8f7f88643995138f5e134cd3d3120 88972861f4cb15f7525186d1683cf1231ae1500f,1308876,1e3130e96f03b7e3bff220e05c5e06b54f0c285f b6f51232167c4476a877ed45ed849c62e93005fa 4b74f07a39bbb11f4c139363164f3d4e22693a58 395b6c53e42b064c4463d5156df5baa23d98dc5d 98af0eaefed7239a427cbd12ef42b2d8f0e50269 e3741d5b60f182cddec58733e2d17cdf4dfe586b 07def0eabf91096eb0edb7a1e76e5b213fd158d3 d6bf703c5deaf1e328babd03d5e68ff2a4ffe10e 14f1496b0b4d456f2c1373aaae222c4343634190 d2fc16d299606d8f78de50c3f24633cb8e53d5f6 66edf6c444e7c88572d1dc58aac6ee6788ffb03f 6dd31665f62e98246873c409ed1b006f511e57a2 cfc48662b2cc30a09bd18e7d19a8559f4ba182ba b2cdc72e57b8d45f63dfb7333a7b23adc4354af9 67c036d54d3eec8dcf4c8deee44695c2564180c4 ef306e4124f8b66fe87524159954ddce301e4cf5 28292dffc5d03ca35993cc3c64b7505c9f87061c c89b504be5d71ce88c32a1ff299424876e28c40b 0b20a0fd86ff8718fe9461016ac7a5279af20027 7d4d90362c1f80efff9e674f0d9962d1aa13ef37,857972941ae7a0ea72cc665de5b2f337bc73e662 c4cd61a3aa695f235119e8a4fa2c83de1086b86f 11bcd8491ad0b9caac04eb253330ccc024278594 e5a622129f3e1c327df32057e364e62a29456383 bc23afba6e060c11496e4b20f7cfeb3fefe88e59 ad45ea3bcae868bf7747615b5fdc4c310e1bd194 1cdba54ec689344ff2c38361f76c0bbe019b3bf9 136c4b7c3b3f704ac8f492beb55abbb595d5cd2c 1bbe6d2f08c4e0c04946e8bce3f54c45273e8a20 1691b6595df103bbf9fa1413446cd18ea1cc96d1 8ed70a9fbefe0d4f0e1b363e417391af045a9493 1716c792c590039eb923495308c6f455b89a3c26 5d28d5ad34d769a9fd893d898ecc2aca12171920 03e36d439d7a114190486dec13938d518508eac1 4d1723c16f1e73f5ee6ff237fa9dcef7f23e0060 c891f4aa11bb4c5dd0ab94a3ec1cc5a5d95c0236 a98ae09e49734a82105b52afbe6a7c4f1f011e14 e7de4d8b1fea53d10d4ba7245ab4931f1e816664 49c415ba4466e90ac25b610e4371ed2cd6e2576b 338401b7cf2d9aa395da5095c5c8d60ea49b6b32,False,False,False,False,False
1413750,e620adbcbb8e04e77c40973cc30021b4f6d6ff85,88cf8591cac63825e15166290b555ae9df905853,1323081,4a0fa935cfc21c2d730d2a3a921c63bb410254c0 79c7322f34ec0d577f280f0a7b13c26ff14d9e16,4662539534764dabcc2cc2116a638724c8ab4e8a c6510f92498366575546a2865334fb91036bfb02,False,False,False,False,False
1418629,5822c9d23ff717f637b5cd9c2c24a8e2d223fcb8,3a70363766f3e450ac2e94e7a07071431ee02df8,1362858,307fd37d519d43c73c7c134677b9b692863d5072 eaf99ba3813aa82632262ba4fc0438a7e2574af6,1dd1c2abb67cc8a4addd00483b387b6060a40b06 fae9eaf3956e0148daa1603545d6a7a213db7403,False,False,False,False,False
1420528,0e809359904aa2c2a53c5b94977c7fa017245927 df63a9466390088910afd03d881d05bd8d0b9067 a5d545e31781b28dfc37020e0b622377288d17bd 9d335538cabc9647c997600c8615dd123fd1c67a,044f7d1707b906f7d3ed195d2bccab2f3a8e6ffe 4999dd177304639c7d347c4d52a67f5a8eda4fc3 f955f31d2ab32af57968257e9bcf71a75cf4c937 74060a2dad94b563c6f0abd80f30fe7c6dbad793,1308876,1e3130e96f03b7e3bff220e05c5e06b54f0c285f b6f51232167c4476a877ed45ed849c62e93005fa 4b74f07a39bbb11f4c139363164f3d4e22693a58 395b6c53e42b064c4463d5156df5baa23d98dc5d 98af0eaefed7239a427cbd12ef42b2d8f0e50269 e3741d5b60f182cddec58733e2d17cdf4dfe586b 07def0eabf91096eb0edb7a1e76e5b213fd158d3 d6bf703c5deaf1e328babd03d5e68ff2a4ffe10e 14f1496b0b4d456f2c1373aaae222c4343634190 d2fc16d299606d8f78de50c3f24633cb8e53d5f6 66edf6c444e7c88572d1dc58aac6ee6788ffb03f 6dd31665f62e98246873c409ed1b006f511e57a2 cfc48662b2cc30a09bd18e7d19a8559f4ba182ba b2cdc72e57b8d45f63dfb7333a7b23adc4354af9 67c036d54d3eec8dcf4c8deee44695c2564180c4 ef306e4124f8b66fe87524159954ddce301e4cf5 28292dffc5d03ca35993cc3c64b7505c9f87061c c89b504be5d71ce88c32a1ff299424876e28c40b 0b20a0fd86ff8718fe9461016ac7a5279af20027 7d4d90362c1f80efff9e674f0d9962d1aa13ef37,857972941ae7a0ea72cc665de5b2f337bc73e662 c4cd61a3aa695f235119e8a4fa2c83de1086b86f 11bcd8491ad0b9caac04eb253330ccc024278594 e5a622129f3e1c327df32057e364e62a29456383 bc23afba6e060c11496e4b20f7cfeb3fefe88e59 ad45ea3bcae868bf7747615b5fdc4c310e1bd194 1cdba54ec689344ff2c38361f76c0bbe019b3bf9 136c4b7c3b3f704ac8f492beb55abbb595d5cd2c 1bbe6d2f08c4e0c04946e8bce3f54c45273e8a20 1691b6595df103bbf9fa1413446cd18ea1cc96d1 8ed70a9fbefe0d4f0e1b363e417391af045a9493 1716c792c590039eb923495308c6f455b89a3c26 5d28d5ad34d769a9fd893d898ecc2aca12171920 03e36d439d7a114190486dec13938d518508eac1 4d1723c16f1e73f5ee6ff237fa9dcef7f23e0060 c891f4aa11bb4c5dd0ab94a3ec1cc5a5d95c0236 a98ae09e49734a82105b52afbe6a7c4f1f011e14 e7de4d8b1fea53d10d4ba7245ab4931f1e816664 49c415ba4466e90ac25b610e4371ed2cd6e2576b 338401b7cf2d9aa395da5095c5c8d60ea49b6b32,False,False,False,False,False
1422334,d14199c9c1cc887fb8e67298e970429848a0d591,c832e37c3bdd343c0904e6b910ab5e8341047bfe,1319111,7f28c1084c47d771be342692f37a8b0d575d3264 f9abb9c834521e7c5019bde82a1a893fa26a1d2b 6d909485099a6c99427c1ea944f820e20af96ee5 88c2a0b2dde53837f770d76050f35aaa18c03bbd,79bad9c2a14038acd4cedee15a7b2a9a013710b0 b59d80d3d2a904c7b0c42e257214c54c2182e316 5df921b5a40b1560e524a197fc2d09cfc7a414fd 841568d27a767dd54551d6e397556ce2c084ba16,False,False,False,False,False
1428670,205758034a6c41e5e2b33885583fd4da27b27963 34736c8507e625bfc1d792e14a6fbaf62b9fceb7 57e3c8d09acea5e0bff83ddbb78d385f71dd352d 87971e291470b0d0ed5be19f323312ae39ac5308 6ecb75be4a61dc8523e955d2d81c3d1245c5b0a7 faec1cb8ab5d14e4cc056d179859f6dae1606be0 1bf6b5fac1f9cc439338777531bbf9c50fc5656a e2eb3d8b408f29e681eeb58de255f3ae33e7c307,cf158b28f6c8d4c68510e77e961387f654a3137d 8bfc75a2869ba00173b4ba1e1f2cd8f333a0f1ae d81e1793817df5df019ba90bc84291e46b48426f 03ffa6b41e96bf129ffcbf1c940764692e91c764 adac8334bde93220bae0482f3143663cc7021ff9 891ad61ca970ed42025c868da924cfe47fc33cad fc402679e0c75629f88f259e54b3ae92893d1767 a008a43a15fa3ff2cd2d2e49b7163f14d67b070c,1308876,1e3130e96f03b7e3bff220e05c5e06b54f0c285f b6f51232167c4476a877ed45ed849c62e93005fa 4b74f07a39bbb11f4c139363164f3d4e22693a58 395b6c53e42b064c4463d5156df5baa23d98dc5d 98af0eaefed7239a427cbd12ef42b2d8f0e50269 e3741d5b60f182cddec58733e2d17cdf4dfe586b 07def0eabf91096eb0edb7a1e76e5b213fd158d3 d6bf703c5deaf1e328babd03d5e68ff2a4ffe10e 14f1496b0b4d456f2c1373aaae222c4343634190 d2fc16d299606d8f78de50c3f24633cb8e53d5f6 66edf6c444e7c88572d1dc58aac6ee6788ffb03f 6dd31665f62e98246873c409ed1b006f511e57a2 cfc48662b2cc30a09bd18e7d19a8559f4ba182ba b2cdc72e57b8d45f63dfb7333a7b23adc4354af9 67c036d54d3eec8dcf4c8deee44695c2564180c4 ef306e4124f8b66fe87524159954ddce301e4cf5 28292dffc5d03ca35993cc3c64b7505c9f87061c c89b504be5d71ce88c32a1ff299424876e28c40b 0b20a0fd86ff8718fe9461016ac7a5279af20027 7d4d90362c1f80efff9e674f0d9962d1aa13ef37,857972941ae7a0ea72cc665de5b2f337bc73e662 c4cd61a3aa695f235119e8a4fa2c83de1086b86f 11bcd8491ad0b9caac04eb253330ccc024278594 e5a622129f3e1c327df32057e364e62a29456383 bc23afba6e060c11496e4b20f7cfeb3fefe88e59 ad45ea3bcae868bf7747615b5fdc4c310e1bd194 1cdba54ec689344ff2c38361f76c0bbe019b3bf9 136c4b7c3b3f704ac8f492beb55abbb595d5cd2c 1bbe6d2f08c4e0c04946e8bce3f54c45273e8a20 1691b6595df103bbf9fa1413446cd18ea1cc96d1 8ed70a9fbefe0d4f0e1b363e417391af045a9493 1716c792c590039eb923495308c6f455b89a3c26 5d28d5ad34d769a9fd893d898ecc2aca12171920 03e36d439d7a114190486dec13938d518508eac1 4d1723c16f1e73f5ee6ff237fa9dcef7f23e0060 c891f4aa11bb4c5dd0ab94a3ec1cc5a5d95c0236 a98ae09e49734a82105b52afbe6a7c4f1f011e14 e7de4d8b1fea53d10d4ba7245ab4931f1e816664 49c415ba4466e90ac25b610e4371ed2cd6e2576b 338401b7cf2d9aa395da5095c5c8d60ea49b6b32,False,False,False,False,False
1428917,c7020788e8b67eefb983ea9209cfe2db8e8a063e,1ac89d41fe0ad85c8478661a2e91e15cc76bd1fc,1399948,b8c11514db364abd3e1ee099d55f1106e48e3bfc 64a52ab3bab3f3b224449221c3287253fc993eb2,9543d7804cad9b2aaaf80edae468f89270a6a32e 892ed0c05c17f0f54d3807c567970da6a142768a,False,False,False,False,False
